Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17431-25812,QB,Stephen,,Morris,0,0,6000,JAC@IND,IND,JAC,,
17431-54604,QB,Jimmy,,Garoppolo,7.09599990844727,5,6000,NE@MIA,NE,MIA,,
17431-14696,QB,Scott,,Tolzien,5.46999979019165,2,6000,JAC@IND,IND,JAC,,
17431-21948,QB,Ryan,,Tannehill,15.5538459190956,13,6000,NE@MIA,MIA,NE,O,Knee
17431-21959,QB,Brandon,,Weeden,11.4033330281576,6,6000,HOU@TEN,HOU,TEN,,
17431-22994,QB,Case,,Keenum,12.2139999389648,10,6000,ARI@LA,LA,ARI,,
17431-21994,QB,Brock,,Osweiler,11.7328567504883,14,6000,HOU@TEN,HOU,TEN,,
17431-6639,QB,Tony,,Romo,11.914999961853,4,6000,DAL@PHI,DAL,PHI,,
17431-25079,WR,Stefon,,Diggs,11.6384617732121,13,6000,CHI@MIN,MIN,CHI,,
17431-22027,QB,Nick,,Foles,14,2,6000,KC@SD,KC,SD,,
17431-6679,QB,Matt,,Schaub,0.146666665871938,3,6000,NO@ATL,ATL,NO,,
17431-30231,QB,Jacoby,,Brissett,9.43333307902018,3,6000,NE@MIA,NE,MIA,,
17431-22047,TE,Ladarius,,Green,7.56666692097982,6,6000,CLE@PIT,PIT,CLE,Q,Concussion
17431-7744,QB,Drew,,Stanton,3.26500010490417,4,6000,ARI@LA,ARI,LA,,
17431-6728,RB,Jamaal,,Charles,4.13333320617676,3,6000,KC@SD,KC,SD,IR,Knee
17431-6759,WR,Brandon,,Marshall,8.42000020345052,15,6000,BUF@NYJ,NYJ,BUF,Q,Hip
17431-6803,QB,Josh,,McCown,11.6199996948242,5,6000,CLE@PIT,CLE,PIT,,
17431-33463,QB,Paxton,,Lynch,9.79333305358887,3,6000,OAK@DEN,DEN,OAK,,
17431-6844,QB,Shaun,,Hill,5.23999977111816,2,6000,CHI@MIN,MIN,CHI,,
17431-7872,QB,Brian,,Hoyer,13.2666664123535,6,6000,CHI@MIN,CHI,MIN,IR,Forearm
17431-32514,QB,Trevone,,Boykin,2.1733333269755,3,6000,SEA@SF,SEA,SF,,
17431-27405,QB,Landry,,Jones,2.30666669209798,6,6000,CLE@PIT,PIT,CLE,,
17431-22288,WR,Cole,,Beasley,10.0428575788225,14,6000,DAL@PHI,DAL,PHI,,
17431-7970,QB,Charlie,,Whitehurst,10.3800001144409,1,6000,CLE@PIT,CLE,PIT,,
17431-25410,QB,Mike,,Glennon,9,1,6000,CAR@TB,TB,CAR,,
17431-31561,WR,Donte,,Moncrief,9.73333316379123,9,6000,JAC@IND,IND,JAC,Q,Shoulder
17431-28515,QB,Cardale,,Jones,0,0,6000,BUF@NYJ,BUF,NYJ,,
17431-14194,QB,Blaine,,Gabbert,13.1999994913737,6,6000,SEA@SF,SF,SEA,,
17431-29587,QB,Cody,,Kessler,8.77777777777778,9,6000,CLE@PIT,CLE,PIT,,
17431-14267,QB,Ryan,,Mallett,-0.01333333303531,3,6000,BAL@CIN,BAL,CIN,,
17431-29780,TE,Zach,,Ertz,8.63076899601863,13,5900,DAL@PHI,PHI,DAL,,
17431-24755,WR,Jamison,,Crowder,10.759999593099,15,5900,NYG@WAS,WAS,NYG,,
17431-31047,QB,AJ,,McCarron,8.17999976021903,7,5900,BAL@CIN,CIN,BAL,,
17431-30428,WR,Malcolm,,Mitchell,6.67499987284343,12,5900,NE@MIA,NE,MIA,,
17431-15212,WR,Terrelle,,Pryor Sr.,10.8026662190755,15,5900,CLE@PIT,CLE,PIT,,
17431-14237,TE,Kyle,,Rudolph,9.62000020345052,15,5900,CHI@MIN,MIN,CHI,,
17431-33766,RB,Rob,,Kelley,9.48461561936599,13,5900,NYG@WAS,WAS,NYG,Q,Knee
17431-62538,WR,Cameron,,Meredith,10.3307694655198,13,5800,CHI@MIN,CHI,MIN,,
17431-11495,WR,Brandon,,LaFell,9.58666687011719,15,5800,BAL@CIN,CIN,BAL,,
17431-6448,TE,Martellus,,Bennett,8.65333353678385,15,5800,NE@MIA,NE,MIA,,
17431-44449,WR,Willie,,Snead,10.4142859322684,14,5800,NO@ATL,NO,ATL,,
17431-6735,WR,Steve,,Smith Sr.,11.0769230769231,13,5800,BAL@CIN,BAL,CIN,,
17431-22163,WR,Rishard,,Matthews,10.4733337402344,15,5800,HOU@TEN,TEN,HOU,,
17431-25272,TE,Eric,,Ebron,8.30000027743253,11,5800,GB@DET,DET,GB,,
17431-7965,TE,Antonio,,Gates,8.94166692097982,12,5800,KC@SD,SD,KC,,
17431-40843,RB,Alex,,Collins,3,8,5800,SEA@SF,SEA,SF,,
17431-11485,WR,Golden,,Tate,10.8142852783203,14,5700,GB@DET,DET,GB,,
17431-14645,WR,Dontrelle,,Inman,8.46000010172526,15,5700,KC@SD,SD,KC,,
17431-54753,WR,Taylor,,Gabriel,10.2083333333333,12,5700,NO@ATL,ATL,NO,,
17431-14362,TE,Charles,,Clay,7.44285692487444,14,5600,BUF@NYJ,BUF,NYJ,,
17431-54607,RB,Terrance,,West,9.9,15,5600,BAL@CIN,BAL,CIN,,
17431-22103,WR,Marvin,,Jones Jr.,10.2000004695012,13,5600,GB@DET,DET,GB,,
17431-6774,WR,Pierre,,Garcon,10,15,5600,NYG@WAS,WAS,NYG,,
17431-31406,RB,Alfred,,Blue,3.88461538461538,13,5600,HOU@TEN,HOU,TEN,,
17431-8052,RB,Rashad,,Jennings,9.05833307902018,12,5600,NYG@WAS,NYG,WAS,,
17431-30837,WR,Jordan,,Matthews,9.63571384974888,14,5500,DAL@PHI,PHI,DAL,,
17431-11500,QB,Colt,,McCoy,8.81999969482422,1,5500,NYG@WAS,WAS,NYG,,
17431-22848,QB,Austin,,Davis,7.39333343505859,3,5500,OAK@DEN,DEN,OAK,,
17431-6607,WR,Mike,,Wallace,10.7666666666667,15,5500,BAL@CIN,BAL,CIN,,
17431-7844,QB,Chad,,Henne,-0.200000002980232,1,5500,JAC@IND,JAC,IND,,
17431-7972,RB,Darren,,Sproles,9.38571384974888,14,5500,DAL@PHI,PHI,DAL,,
17431-24891,RB,Chris,,Thompson,7.72000020345052,15,5400,NYG@WAS,WAS,NYG,,
17431-6828,RB,Tim,,Hightower,7.12666676839193,15,5400,NO@ATL,NO,ATL,,
17431-33578,RB,Jalen,,Richard,6.71333312988281,15,5400,OAK@DEN,OAK,DEN,,
17431-14257,WR,Randall,,Cobb,9.1000002347506,13,5400,GB@DET,GB,DET,Q,Ankle
17431-7283,WR,Jeremy,,Maclin,7.29090881347656,11,5300,KC@SD,KC,SD,,
17431-34154,WR,J.J.,,Nelson,8.66153834416316,13,5300,ARI@LA,ARI,LA,,
17431-10647,K,Matt,,Bryant,11.4,15,5300,NO@ATL,ATL,NO,,
17431-11864,RB,Chris,,Ivory,7.68181818181818,11,5300,JAC@IND,JAC,IND,Q,Hamstring
17431-39580,RB,Devontae,,Booker,6.88666687011719,15,5300,OAK@DEN,DEN,OAK,,
17431-6857,RB,Justin,,Forsett,5.32499980926514,8,5300,OAK@DEN,DEN,OAK,,
17431-40845,TE,Hunter,,Henry,8.29166666666667,12,5300,KC@SD,SD,KC,,
17431-14336,RB,Jacquizz,,Rodgers,8.43333350287544,9,5200,CAR@TB,TB,CAR,,
17431-14339,RB,Dion,,Lewis,6.66666666666667,6,5200,NE@MIA,NE,MIA,,
17431-11425,RB,Ryan,,Mathews,10.6230773925781,13,5200,DAL@PHI,PHI,DAL,O,Back
17431-12550,D,Seattle,,Seahawks,7.33333333333333,15,5200,SEA@SF,SEA,SF,,
17431-54608,RB,Jerick,,McKinnon,7.31428582327707,14,5200,CHI@MIN,MIN,CHI,,
17431-43413,RB,Kenneth,,Dixon,6.69090895219283,11,5200,BAL@CIN,BAL,CIN,,
17431-23045,K,Justin,,Tucker,11.4,15,5200,BAL@CIN,BAL,CIN,,
17431-6668,K,Adam,,Vinatieri,9.46666666666667,15,5200,JAC@IND,IND,JAC,,
17431-30237,RB,Mike,,Gillislee,7.83571406773159,14,5200,BUF@NYJ,BUF,NYJ,,
17431-26251,WR,Robby,,Anderson,6.73846142108624,13,5200,BUF@NYJ,NYJ,BUF,,
17431-27441,RB,Damien,,Williams,5.68571417672294,14,5200,NE@MIA,MIA,NE,,
17431-27477,WR,Sterling,,Shepard,9.77999979654948,15,5200,NYG@WAS,NYG,WAS,,
17431-14198,QB,Christian,,Ponder,0,0,5200,SEA@SF,SF,SEA,,
17431-29685,WR,Robert,,Woods,7.25833320617676,12,5200,BUF@NYJ,BUF,NYJ,,
17431-42028,WR,Will,,Fuller V,7.75384638859676,13,5100,HOU@TEN,HOU,TEN,,
17431-12547,D,Pittsburgh,,Steelers,6.33333333333333,15,5100,CLE@PIT,PIT,CLE,,
17431-30989,RB,Kenyan,,Drake,3.66666666666667,12,5100,NE@MIA,MIA,NE,,
17431-31061,RB,T.J.,,Yeldon,7.51333312988281,15,5100,JAC@IND,JAC,IND,Q,Ankle
17431-14704,WR,Chris,,Hogan,7.51428549630301,14,5100,NE@MIA,NE,MIA,,
17431-39280,RB,Derrick,,Henry,6.60769242506761,13,5100,HOU@TEN,TEN,HOU,,
17431-28144,TE,Dion,,Sims,5.21666653951009,12,5100,NE@MIA,MIA,NE,,
17431-22004,TE,Dwayne,,Allen,6.55384591909555,13,5100,JAC@IND,IND,JAC,,
17431-22018,WR,Mohamed,,Sanu,7.72142846243722,14,5100,NO@ATL,ATL,NO,,
17431-22048,RB,Robert,,Turbin,6.07142857142857,14,5100,JAC@IND,IND,JAC,,
17431-33465,RB,Theo,,Riddick,13.5300003051758,10,5100,GB@DET,DET,GB,D,Wrist
17431-40669,WR,Tyler,,Boyd,6.04666646321615,15,5100,BAL@CIN,CIN,BAL,,
17431-34729,RB,Dwayne,,Washington,4.05999984741211,10,5100,GB@DET,DET,GB,,
17431-30788,QB,Tyler,,Bray,0,0,5000,KC@SD,KC,SD,,
17431-53331,QB,Taylor,,Heinicke,0,0,5000,CHI@MIN,MIN,CHI,,
17431-31871,RB,Charles,,Sims,7.98571450369699,7,5000,CAR@TB,TB,CAR,,
17431-27801,QB,Nate,,Sudfeld,0,0,5000,NYG@WAS,WAS,NYG,,
17431-29915,QB,Brett,,Hundley,-0.129999995231628,4,5000,GB@DET,GB,DET,,
17431-6373,QB,Derek,,Anderson,5.38000011444092,4,5000,CAR@TB,CAR,TB,,
17431-26877,QB,Jake,,Heaps,0,0,5000,SEA@SF,SEA,SF,,
17431-27982,QB,Jake,,Rudock,0,0,5000,GB@DET,DET,GB,,
17431-11615,QB,Joe,,Webb,0.114285715988704,7,5000,CAR@TB,CAR,TB,,
17431-24949,QB,EJ,,Manuel,1.29999995231628,4,5000,BUF@NYJ,BUF,NYJ,,
17431-30108,WR,Marquess,,Wilson,8.83333333333333,3,5000,CHI@MIN,CHI,MIN,IR,Foot
17431-14757,RB,Matt,,Asiata,7.36666666666667,15,5000,CHI@MIN,MIN,CHI,,
17431-54705,QB,Dustin,,Vaughan,0,0,5000,CLE@PIT,PIT,CLE,,
17431-31170,QB,Brandon,,Allen,0,0,5000,JAC@IND,JAC,IND,,
17431-44500,QB,Keith,,Wenning,0,0,5000,BAL@CIN,CIN,BAL,,
17431-70127,QB,Griffin,,Neal,0,0,5000,NO@ATL,NO,ATL,,
17431-28163,QB,Connor,,Cook,0,0,5000,OAK@DEN,OAK,DEN,,
17431-26141,QB,Ryan,,Nassib,6.71999979019165,1,5000,NYG@WAS,NYG,WAS,IR,Elbow
17431-6687,QB,Mark,,Sanchez,0.119999997317791,1,5000,DAL@PHI,DAL,PHI,,
17431-23075,QB,Alex,,Tanney,7.96000003814697,1,5000,HOU@TEN,TEN,HOU,,
17431-30253,QB,Jeff,,Driskel,0,0,5000,BAL@CIN,CIN,BAL,,
17431-8803,QB,Chase,,Daniel,0.639999985694885,1,5000,DAL@PHI,PHI,DAL,,
17431-32366,QB,Jameill,,Showers,0,0,5000,DAL@PHI,DAL,PHI,,
17431-6782,K,Matt,,Prater,9.78571428571429,14,5000,GB@DET,DET,GB,,
17431-7831,K,Sebastian,,Janikowski,9.33333333333333,15,5000,OAK@DEN,OAK,DEN,,
17431-34459,QB,B.J.,,Daniels,0.9200000166893,4,5000,NO@ATL,ATL,NO,,
17431-47772,QB,Brandon,,Doughty,0,0,5000,NE@MIA,MIA,NE,,
17431-31421,QB,Zach,,Mettenberger,7.02857153756278,7,5000,CLE@PIT,PIT,CLE,,
17431-45797,QB,Garrett,,Grayson,0,1,5000,NO@ATL,NO,ATL,,
17431-7919,QB,Kellen,,Clemens,-0.100000001490116,1,5000,KC@SD,SD,KC,,
17431-26355,QB,Logan,,Thomas,0,0,5000,BUF@NYJ,BUF,NYJ,,
17431-41732,QB,Christian,,Hackenberg,0,0,5000,BUF@NYJ,NYJ,BUF,,
17431-29445,QB,Sean,,Mannion,1.24000000953674,1,5000,ARI@LA,LA,ARI,,
17431-70446,QB,Joe,,Callahan,0,0,5000,GB@DET,GB,DET,,
17431-70464,QB,Josh,,Woodrum,0,0,5000,CHI@MIN,CHI,MIN,,
17431-8023,QB,Josh,,Johnson,0,0,5000,NYG@WAS,NYG,WAS,,
17431-8051,QB,Luke,,McCown,6.19999980926514,2,5000,NO@ATL,NO,ATL,,
17431-8071,QB,Dan,,Orlovsky,5.51999998092651,2,5000,GB@DET,DET,GB,,
17431-33702,QB,Ryan,,Griffin,0,0,5000,CAR@TB,TB,CAR,,
17431-43956,QB,David,,Fales,0,0,5000,CHI@MIN,CHI,MIN,Q,Thumb
17431-12536,D,Kansas City,,Chiefs,10.4,15,4900,KC@SD,KC,SD,,
17431-6479,WR,Anquan,,Boldin,8.60000010899135,14,4900,GB@DET,DET,GB,,
17431-47523,WR,Tajae,,Sharpe,5.65333353678385,15,4900,HOU@TEN,TEN,HOU,,
17431-6627,WR,Ted,,Ginn Jr.,8.04666646321615,15,4900,CAR@TB,CAR,TB,,
17431-22035,WR,Travis,,Benjamin,7.77857153756278,14,4900,KC@SD,SD,KC,,
17431-6704,WR,Percy,,Harvin,2.70000004768372,1,4900,BUF@NYJ,BUF,NYJ,O,Migraine
17431-38509,RB,Wendell,,Smallwood,4.14166673024495,12,4900,DAL@PHI,PHI,DAL,IR,Knee
17431-32418,RB,Christine,,Michael,8.85000010899135,14,4900,GB@DET,GB,DET,,
17431-27457,WR,Kenny,,Stills,9.03333333333333,15,4900,NE@MIA,MIA,NE,,
17431-26458,WR,Tavon,,Austin,8.34285736083984,14,4900,ARI@LA,LA,ARI,,
17431-25837,RB,Duke,,Johnson Jr.,7.82000020345052,15,4800,CLE@PIT,CLE,PIT,Q,Ankle
17431-12526,D,Buffalo,,Bills,6.93333333333333,15,4800,BUF@NYJ,BUF,NYJ,,
17431-12531,D,Denver,,Broncos,9.4,15,4800,OAK@DEN,DEN,OAK,,
17431-48380,K,Wil,,Lutz,9.2,15,4800,NO@ATL,NO,ATL,,
17431-27908,TE,C.J.,,Fiedorowicz,7.0499997820173,14,4800,HOU@TEN,HOU,TEN,,
17431-54606,WR,John,,Brown,6.20769207294171,13,4800,ARI@LA,ARI,LA,,
17431-24912,K,Dustin,,Hopkins,9.8,15,4800,NYG@WAS,WAS,NYG,,
17431-52560,WR,Geronimo,,Allison,3.51666673024495,6,4800,GB@DET,GB,DET,,
17431-11609,RB,James,,Starks,5.48888905843099,9,4800,GB@DET,GB,DET,Q,Concussion
17431-21971,TE,Coby,,Fleener,7.13333333333333,15,4800,NO@ATL,NO,ATL,,
17431-6641,TE,Jason,,Witten,7.57142857142857,14,4800,DAL@PHI,DAL,PHI,,
17431-32243,WR,Marquise,,Goodwin,5.71538485013522,13,4800,BUF@NYJ,BUF,NYJ,,
17431-10744,K,Graham,,Gano,9,15,4800,CAR@TB,CAR,TB,,
17431-27134,WR,Dorial,,Green-Beckham,5.16923053448017,13,4800,DAL@PHI,PHI,DAL,,
17431-28202,RB,Jeremy,,Langford,5.22727272727273,11,4800,CHI@MIN,CHI,MIN,,
17431-7761,TE,Jared,,Cook,5.45555538601345,9,4800,GB@DET,GB,DET,,
17431-14952,K,Dan,,Bailey,9,14,4800,DAL@PHI,DAL,PHI,,
17431-6870,TE,Vernon,,Davis,6.17142868041992,14,4800,NYG@WAS,WAS,NYG,,
17431-31732,WR,Corey,,Coleman,7.71111128065321,9,4800,CLE@PIT,CLE,PIT,,
17431-14349,WR,Jeremy,,Kerley,7.03999989827474,15,4700,SEA@SF,SF,SEA,,
17431-29725,TE,Levine,,Toilolo,3.54999987284342,12,4700,NO@ATL,ATL,NO,,
17431-30775,WR,Justin,,Hunter,5.125,8,4700,BUF@NYJ,BUF,NYJ,,
17431-31836,WR,Terrance,,Williams,6.5,13,4700,DAL@PHI,DAL,PHI,,
17431-22754,TE,Garrett,,Celek,4.84166653951009,12,4700,SEA@SF,SF,SEA,,
17431-12546,D,Arizona,,Cardinals,8.2,15,4700,ARI@LA,ARI,LA,,
17431-11532,TE,Dennis,,Pitta,7.42000020345052,15,4700,BAL@CIN,BAL,CIN,,
17431-32058,K,Chris,,Boswell,7.64285714285714,14,4700,CLE@PIT,PIT,CLE,,
17431-60745,K,Jason,,Myers,8.26666666666667,15,4700,JAC@IND,JAC,IND,,
17431-33137,WR,Justin,,Hardy,3.54166666666667,12,4700,NO@ATL,ATL,NO,,
17431-54687,RB,Charcandrick,,West,3.85714285714286,14,4700,KC@SD,KC,SD,,
17431-28080,WR,Devin,,Funchess,5.32857131958008,14,4700,CAR@TB,CAR,TB,Q,Knee
17431-33244,WR,Eli,,Rogers,7.74166679382324,12,4700,CLE@PIT,PIT,CLE,,
17431-34295,WR,Breshad,,Perriman,5.45714296613421,14,4700,BAL@CIN,BAL,CIN,,
17431-6724,K,Steven,,Hauschka,8.33333333333333,15,4700,SEA@SF,SEA,SF,,
17431-6810,K,Dan,,Carpenter,6.6,15,4700,BUF@NYJ,BUF,NYJ,,
17431-29357,RB,Kenjon,,Barner,2.87272730740634,11,4700,DAL@PHI,PHI,DAL,IR,Hamstring
17431-7900,K,Stephen,,Gostkowski,8.66666666666667,15,4700,NE@MIA,NE,MIA,,
17431-6897,K,Mason,,Crosby,8.13333333333333,15,4700,GB@DET,GB,DET,,
17431-12090,K,Nick,,Novak,9.71428571428571,14,4700,HOU@TEN,HOU,TEN,,
17431-14317,TE,Julius,,Thomas,7.45555538601345,9,4700,JAC@IND,JAC,IND,IR,Back
17431-29683,WR,Nelson,,Agholor,5,14,4700,DAL@PHI,PHI,DAL,,
17431-30733,WR,Cordarrelle,,Patterson,5.94666646321615,15,4600,CHI@MIN,MIN,CHI,,
17431-62619,K,Andrew,,Franks,6,15,4600,NE@MIA,MIA,NE,,
17431-40126,TE,Austin,,Hooper,4.9636362249201,11,4600,NO@ATL,ATL,NO,Q,Knee
17431-12534,D,Tennessee,,Titans,5.66666666666667,15,4600,HOU@TEN,TEN,HOU,,
17431-12540,D,Minnesota,,Vikings,9.13333333333333,15,4600,CHI@MIN,MIN,CHI,,
17431-12541,D,New England,,Patriots,8.26666666666667,15,4600,NE@MIA,NE,MIA,,
17431-12552,D,Washington,,Redskins,6.2,15,4600,NYG@WAS,WAS,NYG,,
17431-12556,D,Houston,,Texans,5.93333333333333,15,4600,HOU@TEN,HOU,TEN,,
17431-24847,TE,Will,,Tye,4.18666661580404,15,4600,NYG@WAS,NYG,WAS,,
17431-6427,K,Connor,,Barth,5.73333333333333,15,4600,CHI@MIN,CHI,MIN,,
17431-27050,WR,Tyler,,Lockett,6.90666656494141,15,4600,SEA@SF,SEA,SF,O,Leg
17431-11712,RB,Joique,,Bell,0.449999988079071,2,4600,GB@DET,DET,GB,,
17431-21952,WR,Michael,,Floyd,6.63076899601863,13,4600,NE@MIA,NE,MIA,,
17431-31241,WR,Sammie,,Coates,5.61666679382324,12,4600,CLE@PIT,PIT,CLE,Q,Hamstring
17431-6742,TE,Brent,,Celek,2.34444448682997,9,4600,DAL@PHI,PHI,DAL,,
17431-29314,TE,Richard,,Rodgers,3.7285714830671,14,4600,GB@DET,GB,DET,,
17431-26247,K,Brandon,,McManus,8.43999989827474,15,4600,OAK@DEN,DEN,OAK,,
17431-15006,RB,Shaun,,Draughn,5.34615384615385,13,4600,SEA@SF,SF,SEA,,
17431-22336,WR,Joshua,,Bellamy,3.79999987284342,12,4600,CHI@MIN,CHI,MIN,,
17431-14240,TE,Lance,,Kendricks,5.51333312988281,15,4600,ARI@LA,LA,ARI,,
17431-33703,WR,Ryan,,Grant,1.10000003467907,11,4600,NYG@WAS,WAS,NYG,,
17431-33714,K,Cairo,,Santos,8.4,15,4600,KC@SD,KC,SD,,
17431-39859,TE,Jack,,Doyle,7.19333343505859,15,4600,JAC@IND,IND,JAC,,
17431-31748,WR,Levi,,Norwood,0,0,4500,CLE@PIT,PIT,CLE,,
17431-57348,RB,Glenn,,Winston,-2.79999995231628,1,4500,CLE@PIT,CLE,PIT,IR,Shoulder
17431-46088,RB,Jhurell,,Pressley,0,0,4500,NO@ATL,ATL,NO,,
17431-54280,WR,Duke,,Williams,0,0,4500,ARI@LA,LA,ARI,,
17431-14348,TE,Lee,,Smith,1.96666669845581,3,4500,OAK@DEN,OAK,DEN,IR,Ankle
17431-24589,WR,Jaron,,Brown,5.03333346048991,6,4500,ARI@LA,ARI,LA,IR,Knee
17431-12305,RB,Will,,Tukuafu,0.066666667660077,3,4500,SEA@SF,SEA,SF,IR,Concussion
17431-14355,TE,Niles,,Paul,1.85000002384186,2,4500,NYG@WAS,WAS,NYG,IR,Shoulder
17431-14358,WR,Dwayne,,Harris,0.386666679382324,15,4500,NYG@WAS,NYG,WAS,,
17431-28694,TE,Jesse,,James,4.57999979654948,15,4500,CLE@PIT,PIT,CLE,,
17431-27672,TE,Matt,,LaCosse,3.70000004768372,1,4500,NYG@WAS,NYG,WAS,IR,Knee
17431-29723,RB,Stepfan,,Taylor,0.600000023841858,2,4500,ARI@LA,ARI,LA,,
17431-14369,RB,Jordan,,Todman,0.991666634877523,12,4500,JAC@IND,IND,JAC,,
17431-26657,RB,Christian,,Powell,0,0,4500,CLE@PIT,PIT,CLE,,
17431-14372,WR,Aldrick,,Robinson,4.14166673024495,12,4500,NO@ATL,ATL,NO,,
17431-32807,TE,Anthony,,Denham,0,0,4500,DAL@PHI,PHI,DAL,,
17431-62505,TE,MyCole,,Pruitt,1.20000004768372,1,4500,CHI@MIN,CHI,MIN,,
17431-21547,RB,Will,,Johnson,2.26000003814697,5,4500,NYG@WAS,NYG,WAS,IR,Shoulder
17431-27692,RB,Josh,,Ferguson,1.96923079857459,13,4500,JAC@IND,IND,JAC,,
17431-62508,TE,James,,O'Shaughnessy,0.299999992052714,3,4500,KC@SD,KC,SD,,
17431-24621,WR,Charone,,Peake,3.08999996185303,10,4500,BUF@NYJ,NYJ,BUF,,
17431-33840,WR,Keyarris,,Garrett,0,0,4500,CAR@TB,CAR,TB,,
17431-28721,RB,Brandon,,Cottom,0,0,4500,SEA@SF,SEA,SF,IR,Achilles
17431-62515,TE,Neal,,Sterling,3.4,5,4500,JAC@IND,JAC,IND,Q,Concussion
17431-14394,TE,Virgil,,Green,3.5,9,4500,OAK@DEN,DEN,OAK,Q,Concussion
17431-28735,WR,Daniel,,Anthrop,0,0,4500,JAC@IND,IND,JAC,,
17431-14406,RB,Bruce,,Miller,2.58999996185303,10,4500,SEA@SF,SF,SEA,,
17431-28744,RB,Raheem,,Mostert,-0.25,8,4500,SEA@SF,SF,SEA,,
17431-29768,RB,Patrick,,Skov,0,0,4500,CLE@PIT,CLE,PIT,,
17431-7244,RB,John,,Kuhn,3.7461539048415,13,4500,NO@ATL,NO,ATL,,
17431-62544,RB,Brandon,,Wegher,0,1,4500,ARI@LA,LA,ARI,,
17431-30807,TE,Mychal,,Rivera,3.58888880411784,9,4500,OAK@DEN,OAK,DEN,,
17431-25694,RB,Andre,,Williams,2.18125009536743,16,4500,KC@SD,SD,KC,,
17431-24671,WR,Adam,,Humphries,6.50714274815151,14,4500,CAR@TB,TB,CAR,,
17431-48224,TE,Wes,,Saxton,0,1,4500,NYG@WAS,WAS,NYG,,
17431-24679,RB,Zac,,Brooks,0,0,4500,OAK@DEN,DEN,OAK,,
17431-24682,RB,Andre,,Ellington,1.57692307692308,13,4500,ARI@LA,ARI,LA,,
17431-29805,RB,Ryan,,Hewitt,1.14999997615814,2,4500,BAL@CIN,CIN,BAL,,
17431-10354,RB,Marcel,,Reece,2.73333326975505,3,4500,SEA@SF,SEA,SF,,
17431-27771,WR,Cody,,Latimer,0.912500023841858,8,4500,OAK@DEN,DEN,OAK,,
17431-29821,WR,Jordan,,Payton,0.400000005960465,2,4500,CLE@PIT,CLE,PIT,O,Suspension
17431-29830,WR,Shaq,,Evans,0,0,4500,NE@MIA,NE,MIA,,
17431-28807,TE,Gabe,,Holmes,0,0,4500,OAK@DEN,OAK,DEN,IR,Ankle
17431-62600,WR,Joshua,,Stangby,0,0,4500,JAC@IND,IND,JAC,,
17431-28815,RB,Akeem,,Hunt,2.18571431296212,7,4500,HOU@TEN,HOU,TEN,,
17431-24720,TE,Braxton,,Deaver,0,0,4500,CAR@TB,CAR,TB,,
17431-25751,TE,Chris,,Pantale,0,0,4500,DAL@PHI,PHI,DAL,,
17431-62616,RB,Zach,,Zenner,4.75555547078451,9,4500,GB@DET,DET,GB,,
17431-62617,TE,Khari,,Lee,0,1,4500,GB@DET,DET,GB,,
17431-11419,RB,C.J.,,Spiller,2.63333336512248,6,4500,BUF@NYJ,NYJ,BUF,,
17431-29854,TE,Kevin,,McDermott,0,16,4500,CHI@MIN,MIN,CHI,,
17431-62623,RB,John,,Crockett,1.04999995231628,2,4500,GB@DET,GB,DET,IR,Shoulder
17431-25760,WR,Allen,,Hurns,7.56363608620384,11,4500,JAC@IND,JAC,IND,Q,Hamstring
17431-62628,WR,DeAndre,,Carter,0,0,4500,NE@MIA,NE,MIA,,
17431-11431,TE,Jermaine,,Gresham,4.63999989827474,15,4500,ARI@LA,ARI,LA,,
17431-62631,RB,Gus,,Johnson,0,0,4500,NO@ATL,ATL,NO,,
17431-62633,TE,Matt,,Lengel,8.30000019073486,1,4500,NE@MIA,NE,MIA,,
17431-29866,RB,Paul,,Perkins,4.92499987284343,12,4500,NYG@WAS,NYG,WAS,,
17431-25775,TE,Clive,,Walford,4.87142835344587,14,4500,OAK@DEN,OAK,DEN,,
17431-79024,TE,Michael,,Miller,0,0,4500,JAC@IND,IND,JAC,,
17431-25783,RB,Mike,,James,2.03333330154419,3,4500,GB@DET,DET,GB,,
17431-33978,RB,Devon,,Johnson,0,0,4500,CAR@TB,CAR,TB,IR,Undisclosed
17431-25789,WR,Rashawn,,Scott,0,0,4500,NE@MIA,MIA,NE,,
17431-32957,TE,Eric,,Tomlinson,0,0,4500,BUF@NYJ,NYJ,BUF,,
17431-11454,RB,Dexter,,McCluster,1.21666669845581,6,4500,KC@SD,SD,KC,O,Forearm
17431-11457,WR,Arrelious,,Benn,2.23333337571886,9,4500,JAC@IND,JAC,IND,Q,Concussion
17431-62668,TE,John,,Peters,0,0,4500,BAL@CIN,CIN,BAL,,
17431-57556,TE,Jerome,,Cunningham,1.64999993642171,6,4500,HOU@TEN,TEN,HOU,,
17431-25813,WR,Phillip,,Dorsett,5.33571406773159,14,4500,JAC@IND,IND,JAC,,
17431-48344,WR,Albert,,Wilson,4.7461539048415,13,4500,KC@SD,KC,SD,,
17431-62680,WR,Donteea,,Dye,2.47000007629395,10,4500,CAR@TB,TB,CAR,IR,Undisclosed
17431-22746,WR,Kashif,,Moore,0,0,4500,KC@SD,KC,SD,,
17431-28890,RB,Derek,,Watt,1.78333330154419,6,4500,KC@SD,SD,KC,,
