Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17431-24797,RB,Juwan,,Thompson,2.83333333333333,3,4500,OAK@DEN,DEN,OAK,,
17431-34014,WR,Aaron,,Dobson,3.43333339691162,6,4500,GB@DET,DET,GB,,
17431-11488,TE,Ed,,Dickson,2.21818178350275,11,4500,CAR@TB,CAR,TB,,
17431-7394,TE,Brandon,,Pettigrew,2.31428582327706,7,4500,GB@DET,DET,GB,,
17431-9442,WR,Brandon,,Tate,1.46428571428571,14,4500,BUF@NYJ,BUF,NYJ,,
17431-61666,WR,Jared,,Dangerfield,0,0,4500,NO@ATL,NO,ATL,,
17431-25827,TE,Asante,,Cleveland,0.600000023841858,1,4500,KC@SD,SD,KC,,
17431-28907,WR,Alex,,Erickson,0.673333358764648,15,4500,BAL@CIN,CIN,BAL,,
17431-22767,WR,Brian,,Tyms,0,0,4500,JAC@IND,IND,JAC,,
17431-11504,WR,Andre,,Roberts,2.85000010899135,14,4500,GB@DET,DET,GB,,
17431-24817,TE,Nick,,O'Leary,1.78999996185303,10,4500,BUF@NYJ,BUF,NYJ,,
17431-39153,TE,Ifeanyi,,Momah,2,3,4500,ARI@LA,ARI,LA,IR,Wrist
17431-12530,D,Dallas,,Cowboys,5.78571428571429,14,4500,DAL@PHI,DAL,PHI,,
17431-12533,D,Green Bay,,Packers,6.46666666666667,15,4500,GB@DET,GB,DET,,
17431-22774,RB,Jonas,,Gray,4.10000010899135,7,4500,JAC@IND,JAC,IND,,
17431-11511,TE,Tony,,Moeaki,4.43333339691162,3,4500,CHI@MIN,CHI,MIN,,
17431-43260,TE,Darion,,Griswold,0,0,4500,JAC@IND,IND,JAC,,
17431-62718,TE,Daniel,,Brown,4.72000007629395,5,4500,CHI@MIN,CHI,MIN,,
17431-12543,D,New York,,Giants,8.2,15,4500,NYG@WAS,NYG,WAS,,
17431-32000,TE,Luke,,Willson,2.47777769300673,9,4500,SEA@SF,SEA,SF,,
17431-11522,WR,Marcus,,Easley,4.10000006357829,3,4500,BUF@NYJ,BUF,NYJ,NA,Kneecap
17431-28930,RB,James,,White,8.44666646321615,15,4500,NE@MIA,NE,MIA,,
17431-34051,WR,Deshon,,Foxx,0,0,4500,SEA@SF,SEA,SF,,
17431-28933,WR,Jared,,Abbrederis,0.649999976158142,2,4500,GB@DET,GB,DET,,
17431-12551,D,Tampa Bay,,Buccaneers,7.8,15,4500,CAR@TB,TB,CAR,,
17431-12555,D,Baltimore,,Ravens,8.73333333333333,15,4500,BAL@CIN,BAL,CIN,,
17431-33037,WR,Kenbrell,,Thompkins,4.16666666666667,6,4500,BUF@NYJ,NYJ,BUF,,
17431-27918,TE,Henry,,Krieger-Coble,1.79999995231628,1,4500,OAK@DEN,DEN,OAK,,
17431-30990,RB,Jalston,,Fowler,0.733333349227905,3,4500,HOU@TEN,TEN,HOU,,
17431-11538,TE,Garrett,,Graham,1.57142857142857,7,4500,OAK@DEN,DEN,OAK,,
17431-6422,TE,Gary,,Barnidge,6.01333312988281,15,4500,CLE@PIT,CLE,PIT,,
17431-11543,TE,Clay,,Harbor,1.70000004768372,2,4500,GB@DET,DET,GB,,
17431-33047,WR,Chris,,Moore,0.833333333333333,12,4500,BAL@CIN,BAL,CIN,,
17431-34073,TE,Ryan,,Griffin,5.14666646321615,15,4500,HOU@TEN,HOU,TEN,,
17431-55577,WR,Hunter,,Sharp,0,0,4500,DAL@PHI,PHI,DAL,,
17431-53532,WR,Roger,,Lewis,2.80000008477105,9,4500,NYG@WAS,NYG,WAS,,
17431-24862,WR,Rashad,,Greene Sr.,0.462500005960465,8,4500,JAC@IND,JAC,IND,IR,Achilles
17431-25886,WR,Devin,,Street,1.25,2,4500,JAC@IND,IND,JAC,,
17431-45343,WR,Daniel,,Braverman,0,2,4500,CHI@MIN,CHI,MIN,,
17431-10531,WR,Jordan,,Norwood,2.40714291163853,14,4500,OAK@DEN,DEN,OAK,,
17431-11556,TE,Michael,,Hoomanawanui,2.91000003814697,10,4500,NO@ATL,NO,ATL,IR,Lower leg
17431-29991,RB,Bishop,,Sankey,4.18333339691162,12,4500,CHI@MIN,MIN,CHI,,
17431-31015,WR,DeAndrew,,White,1.39999997615814,2,4500,NE@MIA,NE,MIA,,
17431-11562,TE,Andrew,,Quarless,1.69999996821086,3,4500,GB@DET,DET,GB,,
17431-32045,TE,Vance,,McDonald,7.50999984741211,10,4500,SEA@SF,SF,SEA,IR,Shoulder
17431-24882,K,Roberto,,Aguayo,6.46666666666667,15,4500,CAR@TB,TB,CAR,,
17431-14643,RB,DuJuan,,Harris,4.77142878941127,7,4500,SEA@SF,SF,SEA,,
17431-26934,RB,Toben,,Opurum,0,2,4500,OAK@DEN,DEN,OAK,,
17431-30012,WR,Kevin,,Smith,1.93333339691162,3,4500,SEA@SF,SEA,SF,,
17431-22849,TE,Cory,,Harkey,0.849999984105428,6,4500,ARI@LA,LA,ARI,IR,Triceps
17431-27974,WR,Tevaun,,Smith,0,0,4500,JAC@IND,IND,JAC,,
17431-29003,RB,Ka'Deem,,Carey,1.87272730740634,11,4500,CHI@MIN,CHI,MIN,Q,Shoulder
17431-32082,WR,Jordan,,Taylor,3.32999992370605,10,4500,OAK@DEN,DEN,OAK,,
17431-54612,RB,Lorenzo,,Taliaferro,2.5,1,4500,BAL@CIN,BAL,CIN,IR,Hamstring
17431-6488,WR,Dwayne,,Bowe,1.11428574153355,7,4500,CLE@PIT,CLE,PIT,,
17431-14683,RB,Patrick,,DiMarco,1.63333331214057,9,4500,NO@ATL,ATL,NO,,
17431-54621,WR,Walt,,Powell,3.02857153756278,7,4500,BUF@NYJ,BUF,NYJ,IR,Ankle
17431-54623,WR,Jeff,,Janis,2.55000003178914,12,4500,GB@DET,GB,DET,,
17431-31073,RB,Knile,,Davis,0.862500011920929,8,4500,KC@SD,KC,SD,,
17431-48482,TE,David,,Morgan,0.449999988079071,2,4500,CHI@MIN,MIN,CHI,,
17431-22898,RB,Brandon,,Bolden,0.96666669845581,3,4500,NE@MIA,NE,MIA,,
17431-11635,WR,Marc,,Mariani,0,15,4500,HOU@TEN,TEN,HOU,,
17431-28021,RB,Sione,,Houma,0,0,4500,NO@ATL,NO,ATL,,
17431-38264,WR,Demarcus,,Robinson,0,0,4500,KC@SD,KC,SD,,
17431-54651,RB,Dominique,,Williams,0,0,4500,BUF@NYJ,NYJ,BUF,,
17431-37245,RB,Fozzy,,Whittaker,3.91333338419596,15,4500,CAR@TB,CAR,TB,,
17431-38269,RB,Cameron,,Artis-Payne,9.33333333333333,3,4500,CAR@TB,CAR,TB,,
17431-28030,RB,Fitzgerald,,Toussaint,0.580000019073486,10,4500,CLE@PIT,PIT,CLE,,
17431-11648,TE,Jim,,Dray,1.01111115349664,9,4500,SEA@SF,SF,SEA,,
17431-54659,WR,Tony,,Washington,0.800000011920929,1,4500,JAC@IND,JAC,IND,,
17431-22920,TE,Derek,,Carrier,1,2,4500,NYG@WAS,WAS,NYG,,
17431-39305,TE,A.J.,,Derby,3.66666666666667,6,4500,OAK@DEN,DEN,OAK,Q,Concussion
17431-27020,RB,Glenn,,Gronkowski,0,0,4500,NE@MIA,NE,MIA,,
17431-55694,WR,Mike,,Thomas,0.200000007947286,6,4500,ARI@LA,LA,ARI,Q,Hip
17431-22938,WR,Rod,,Streater,3.25833320617676,12,4500,SEA@SF,SF,SEA,,
17431-41370,WR,Trevor,,Davis,0.987500011920929,8,4500,GB@DET,GB,DET,,
17431-29084,WR,Rashad,,Ross,0.649999976158142,2,4500,GB@DET,DET,GB,,
17431-38301,TE,Darren,,Fells,2.27500009536743,8,4500,ARI@LA,ARI,LA,,
17431-45472,TE,Garrett,,Griffin,0,0,4500,NO@ATL,NO,ATL,,
17431-54690,WR,Freddie,,Martino,3.79999987284342,6,4500,CAR@TB,TB,CAR,,
17431-6566,RB,Chris,,Johnson,3.875,4,4500,ARI@LA,ARI,LA,IR,Groin
17431-54694,TE,Justin,,Perillo,1.375,4,4500,CHI@MIN,CHI,MIN,,
17431-6567,TE,David,,Johnson,1.22727272727273,11,4500,CLE@PIT,PIT,CLE,,
17431-14761,WR,Andre,,Holmes,2.89230757493239,13,4500,OAK@DEN,OAK,DEN,,
17431-22958,RB,Bobby,,Rainey,2.87999992370605,10,4500,NYG@WAS,NYG,WAS,,
17431-22959,WR,Deonte,,Thompson,3.27857153756278,14,4500,CHI@MIN,CHI,MIN,,
17431-34224,TE,Kennard,,Backman,0,7,4500,NE@MIA,NE,MIA,,
17431-25011,TE,Darren,,Waller,3.64285714285714,7,4500,BAL@CIN,BAL,CIN,,
17431-31157,WR,Cobi,,Hamilton,3.1,10,4500,CLE@PIT,PIT,CLE,,
17431-26038,TE,Tyler,,Kroft,2.36666663487752,6,4500,BAL@CIN,CIN,BAL,Q,Knee
17431-28088,RB,Denard,,Robinson,3.27999992370605,5,4500,JAC@IND,JAC,IND,Q,Ankle
17431-32185,RB,Zach,,Line,0.25,6,4500,CHI@MIN,MIN,CHI,Q,Concussion
17431-26045,WR,Leonte,,Carroo,2.07999992370605,5,4500,NE@MIA,MIA,NE,,
17431-33218,TE,Bryce,,Williams,0,0,4500,ARI@LA,LA,ARI,,
17431-6595,TE,Matt,,Spaeth,0.666666666666667,3,4500,CLE@PIT,PIT,CLE,,
17431-21957,WR,Kendall,,Wright,6.87272713401101,11,4500,HOU@TEN,TEN,HOU,,
17431-10695,RB,Darrel,,Young,0.688888867696126,9,4500,CHI@MIN,CHI,MIN,,
17431-26057,RB,Michael,,Burton,0,1,4500,GB@DET,DET,GB,,
17431-39373,WR,Jaelen,,Strong,3.35000006357829,6,4500,HOU@TEN,HOU,TEN,IR,Ankle
17431-22991,RB,Jonathan,,Grimes,2.78571428571429,7,4500,HOU@TEN,HOU,TEN,,
17431-31184,RB,Jonathan,,Williams,1.82857145581927,7,4500,BUF@NYJ,BUF,NYJ,,
17431-21972,WR,Brian,,Quick,6.16000010172526,15,4500,ARI@LA,LA,ARI,,
17431-54741,WR,Seth,,Roberts,5.90666656494141,15,4500,OAK@DEN,OAK,DEN,,
17431-54742,TE,Scott,,Simonson,1.5,1,4500,CAR@TB,CAR,TB,,
17431-31191,WR,Mekale,,McKay,0,0,4500,JAC@IND,JAC,IND,,
17431-23003,TE,Phillip,,Supernaw,2.04999995231628,4,4500,HOU@TEN,TEN,HOU,,
17431-25052,RB,Zach,,Laskey,0,0,4500,ARI@LA,LA,ARI,IR,Undisclosed
17431-26076,RB,Sam,,Bergen,0,0,4500,HOU@TEN,TEN,HOU,,
17431-6622,WR,Eric,,Weems,0,14,4500,NO@ATL,ATL,NO,,
17431-15838,TE,Erik,,Swoope,5.0625,8,4500,JAC@IND,IND,JAC,,
17431-28126,TE,Paul,,Lang,0,0,4500,CLE@PIT,PIT,CLE,,
17431-21984,RB,Isaiah,,Pead,1.64999997615814,2,4500,NE@MIA,MIA,NE,,
17431-28131,WR,Keith,,Mumphery,2.02500009536743,4,4500,HOU@TEN,HOU,TEN,,
17431-31207,TE,C.J.,,Uzomah,4.72857121058873,7,4500,BAL@CIN,CIN,BAL,,
17431-32234,RB,Malcolm,,Brown,0.985714299338204,7,4500,ARI@LA,LA,ARI,,
17431-26094,WR,Brandon,,Coleman,4.81666660308838,12,4500,NO@ATL,NO,ATL,,
17431-23023,TE,Cooper,,Helfet,2.78571428571429,7,4500,OAK@DEN,OAK,DEN,,
17431-34288,WR,Rannell,,Hall,0,1,4500,CLE@PIT,CLE,PIT,IR,Leg
17431-43504,RB,Don,,Jackson,1.06666668256124,3,4500,GB@DET,GB,DET,IR,Knee
17431-6642,K,Nick,,Folk,6.66666666666667,15,4500,BUF@NYJ,NYJ,BUF,,
17431-6643,RB,Reggie,,Bush,2.02000007629395,10,4500,BUF@NYJ,BUF,NYJ,,
17431-22003,RB,Ronnie,,Hillman,2.18571431296212,7,4500,KC@SD,SD,KC,,
17431-39411,TE,Gavin,,Escobar,4.90000009536743,2,4500,DAL@PHI,DAL,PHI,,
17431-14837,WR,Jeremy,,Ross,0,4,4500,ARI@LA,ARI,LA,,
17431-11766,TE,Jeff,,Cumberland,1.45714282989502,7,4500,KC@SD,SD,KC,IR,Achilles
17431-22010,WR,DeVier,,Posey,0,0,4500,OAK@DEN,DEN,OAK,,
17431-45562,RB,Paul,,Lasike,0.320000004768372,5,4500,CHI@MIN,CHI,MIN,,
17431-6653,RB,Jerome,,Felton,0.909090909090909,11,4500,BUF@NYJ,BUF,NYJ,,
17431-28157,WR,Bennie,,Fowler,3.2,10,4500,OAK@DEN,DEN,OAK,,
17431-29183,RB,D.J.,,Foster,1.03333330154419,3,4500,NE@MIA,NE,MIA,,
17431-39427,WR,Quinton,,Patton,4.56153840285081,13,4500,SEA@SF,SF,SEA,IR,Foot
17431-6660,RB,Donald,,Brown,6.95000012715658,6,4500,NE@MIA,NE,MIA,,
17431-39428,RB,Kyle,,Juszczyk,3.61333338419596,15,4500,BAL@CIN,BAL,CIN,,
17431-23046,RB,Jamize,,Olawale,4.15833346048991,12,4500,OAK@DEN,OAK,DEN,,
17431-6664,TE,Jacob,,Tamme,6.25,8,4500,NO@ATL,ATL,NO,IR,Shoulder
17431-22029,RB,Bernard,,Pierce,0.824999988079071,4,4500,BUF@NYJ,NYJ,BUF,,
17431-23055,TE,Brandon,,Bostick,1.13750004768372,8,4500,BUF@NYJ,NYJ,BUF,,
17431-6672,TE,Marcedes,,Lewis,3.29000015258789,10,4500,JAC@IND,JAC,IND,IR,Calf
17431-29201,WR,Maurice,,Harris,1.43333339691162,6,4500,NYG@WAS,WAS,NYG,,
17431-22034,WR,Chris,,Givens,3.79285703386579,14,4500,DAL@PHI,PHI,DAL,,
17431-30228,WR,Tyler,,Murphy,2.09999990463257,1,4500,NE@MIA,MIA,NE,,
17431-39445,WR,Brice,,Butler,3.20833333333333,12,4500,DAL@PHI,DAL,PHI,,
17431-39449,WR,Charles,,Johnson,2.43076926011306,13,4500,CHI@MIN,MIN,CHI,,
17431-7706,TE,Chase,,Coffman,8.55000019073486,2,4500,JAC@IND,IND,JAC,,
17431-16923,TE,Austin,,Seferian-Jenkins,3.09999995761447,9,4500,BUF@NYJ,NYJ,BUF,Q,Hamstring
17431-31261,RB,Tre,,Mason,3.26923076923077,13,4500,ARI@LA,LA,ARI,O,Personal
17431-31263,WR,Ricardo,,Louis,2.39090902155096,11,4500,CLE@PIT,CLE,PIT,,
17431-32287,WR,Cayleb,,Jones,0,0,4500,DAL@PHI,PHI,DAL,,
17431-39455,RB,Kerwynn,,Williams,5.59999974568685,3,4500,ARI@LA,ARI,LA,,
17431-22051,TE,Orson,,Charles,0,0,4500,GB@DET,DET,GB,,
17431-30244,RB,Matt,,Jones,10.1857147216797,7,4500,NYG@WAS,WAS,NYG,,
17431-31269,RB,Corey,,Grant,1.64999997615814,8,4500,JAC@IND,JAC,IND,,
17431-7718,RB,Cedric,,Peerman,0,4,4500,BAL@CIN,CIN,BAL,,
17431-22054,WR,Jarius,,Wright,2.43333339691162,3,4500,CHI@MIN,MIN,CHI,,
17431-6702,K,Phil,,Dawson,6.2,15,4500,SEA@SF,SF,SEA,,
17431-22063,WR,Keshawn,,Martin,-2,1,4500,SEA@SF,SF,SEA,,
17431-25135,WR,Marcus,,Leak,0,0,4500,JAC@IND,IND,JAC,,
17431-31280,K,Cody,,Parkey,6.38461538461539,13,4500,CLE@PIT,CLE,PIT,,
17431-22065,TE,Rhett,,Ellison,1.81111102634006,9,4500,CHI@MIN,MIN,CHI,,
17431-29237,WR,Chris,,Harper,2.25714288439069,7,4500,SEA@SF,SF,SEA,,
17431-30261,K,Caleb,,Sturgis,9.4,15,4500,DAL@PHI,PHI,DAL,,
17431-32309,TE,M.J.,,McFarland,0,0,4500,DAL@PHI,PHI,DAL,,
17431-14905,WR,Kamar,,Aiken,3.33999989827474,15,4500,BAL@CIN,BAL,CIN,,
17431-27199,RB,Marcus,,Murphy,0.400000005960465,2,4500,NO@ATL,NO,ATL,,
17431-28226,WR,Aaron,,Burbridge,1.05714287076678,7,4500,SEA@SF,SF,SEA,,
17431-39492,TE,Josh,,Hill,3.54999995231628,8,4500,NO@ATL,NO,ATL,IR,Leg
17431-72262,TE,Nick,,Truesdell,0,0,4500,JAC@IND,IND,JAC,,
17431-12872,RB,James,,Develin,0.471428564616612,7,4500,NE@MIA,NE,MIA,,
17431-6732,RB,DeAngelo,,Williams,9.74285670689174,7,4500,CLE@PIT,PIT,CLE,,
17431-31308,WR,Quan,,Bray,0.96666669845581,6,4500,JAC@IND,IND,JAC,IR,Ankle
17431-22100,K,Randy,,Bullock,6.5,4,4500,BAL@CIN,CIN,BAL,,
17431-28246,WR,Isaac,,Fruechte,0,0,4500,CHI@MIN,MIN,CHI,,
17431-39512,RB,Kendall,,Gaskins,3.67499995231628,4,4500,SEA@SF,SF,SEA,,
17431-18009,TE,Chris,,Manhertz,1.5,1,4500,CAR@TB,CAR,TB,,
17431-28249,RB,David,,Cobb,2.98571423121861,7,4500,CHI@MIN,CHI,MIN,,
17431-30297,TE,Trey,,Burton,3.90769224900466,13,4500,DAL@PHI,PHI,DAL,,
17431-31321,RB,Jay,,Prosch,0.4,5,4500,HOU@TEN,HOU,TEN,,
17431-22109,K,Greg,,Zuerlein,5.78571428571429,14,4500,ARI@LA,LA,ARI,,
17431-27229,RB,Ameer,,Abdullah,12.1499996185303,2,4500,GB@DET,DET,GB,IR,Foot
17431-29277,TE,Stephen,,Anderson,2.59999990463257,8,4500,HOU@TEN,HOU,TEN,,
17431-22113,RB,Alfred,,Morris,2.83846165583684,13,4500,DAL@PHI,DAL,PHI,,
17431-31329,WR,Russell,,Shepard,4.9636362249201,11,4500,CAR@TB,TB,CAR,,
17431-30307,RB,Mack,,Brown,14.5,1,4500,NYG@WAS,WAS,NYG,,
17431-22116,RB,Cyrus,,Gray,0,0,4500,NO@ATL,ATL,NO,,
17431-12903,WR,Andrew,,Hawkins,4.23333333333333,15,4500,CLE@PIT,CLE,PIT,,
17431-7784,WR,Darrius,,Heyward-Bey,5.54999987284343,6,4500,CLE@PIT,PIT,CLE,,
17431-64104,RB,Terrell,,Watson,0,0,4500,DAL@PHI,PHI,DAL,,
17431-29290,WR,Bryce,,Treggs,2.03999996185303,5,4500,DAL@PHI,PHI,DAL,,
17431-22123,TE,James,,Hanna,1.54999995231628,8,4500,DAL@PHI,DAL,PHI,NA,Knee
17431-6767,K,Ryan,,Succop,7.53333333333333,15,4500,HOU@TEN,TEN,HOU,,
17431-6768,WR,Eddie,,Royal,7.93333350287543,9,4500,CHI@MIN,CHI,MIN,IR,Toe
17431-11890,WR,Bryan,,Walters,4.08750009536743,8,4500,JAC@IND,JAC,IND,,
17431-38514,WR,Kevin,,White,7.27500009536743,4,4500,CHI@MIN,CHI,MIN,IR,Lower leg
17431-38517,RB,Dreamius,,Smith,0,2,4500,CLE@PIT,PIT,CLE,,
17431-30326,RB,Keith,,Marshall,0,0,4500,NYG@WAS,WAS,NYG,IR,Elbow
